Name,Return over 1year,Market Capitalization,Return on equity,Return on equity preceding year,Average return on equity 3Years,Average return on equity 5Years,Average return on equity 7Years,Average return on equity 10Years,Price to Earning,Historical PE 3Years,Historical PE 5Years,Historical PE 7Years,Historical PE 10Years,Sales growth 3Years,Sales growth 5Years,Sales growth 7Years,Sales growth 10Years,EPS growth 3Years,EPS growth 5Years,EPS growth 7Years,EPS growth 10Years,PEG Ratio,G Factor,Price to book value,Price to Sales,Piotroski score,NPM last year,NPM preceding year,Dividend yield,Dividend Payout Ratio,Promoter holding,Public holding,Pledged percentage,Altman Z Score,Quick ratio,Debt to equity,Interest Coverage Ratio,PE Expanding,Book Value Expanding,Reducing Debt,Increasing Margin,Valuation,B Model,Growth,Financial Health ,Ownership,Score
Chemplast Sanmar,-2.4,7002.67,-9.92,11.93,15.81,10.78,,,,15.66,16.99,16.99,16.99,1.08,25.61,,,,,,,,5,4.12,1.72,1,-4.5,4.3,0,0,54.99,5.85,0,2.94,0.51,0.91,0.49,N,Y,Y,N,0,0,0,0,1,1
Laxmi Organic,-3.61,6769.02,7.36,9.18,12.12,12.78,13.63,,58.07,54.61,54.42,54.42,54.42,17.42,12.79,15.01,,-3.9,-21.54,-33.11,,5.6,1,3.75,2.37,6,4.12,4.45,0.25,13.73,69.5,25.61,0,6.15,1.2,0.08,33.08,Y,Y,Y,N,0,0,0,1,1,2
Balaji Amines,-3.45,6547.43,12.49,23.11,21.81,22.38,22.7,22.59,33.51,28.74,27.75,24.59,20.12,7.69,11.69,13.64,10.4,-4.86,11.8,14.23,19.84,2.84,2,3.8,4.19,5,14.2,17.21,0.54,17.4,53.7,39.23,0,7.64,4.78,0.01,49.62,Y,Y,Y,N,0,0,0,0,1,1
Privi Speci.,35.32,6457.46,10.52,2.64,8.41,11.37,11.98,,47.55,65.18,56.26,42.24,33.49,11.13,5.49,16.62,,-2.61,0.75,18.44,,63.4,3,6.51,3.43,9,5.29,1.35,0.12,8.23,74.05,23.02,0,6.3,0.51,1.06,3.01,N,Y,N,Y,0,0,0,0,1,1
Gulf Oil Lubric.,83.59,5529.5,24.73,20.77,22.61,23.97,25.92,28.07,16.87,10.88,13.98,17.78,21.28,25.73,14,17.11,,16.23,11.74,14.76,41.9,1.47,6,4.26,1.65,7,9.31,7.69,3.21,57.43,67.22,15.85,0,7.37,1.38,0.28,18.11,Y,Y,N,Y,1,1,1,0,1,4
GHCL,-7.24,5202.36,17.27,31.5,24.27,21.93,21.89,23.08,10.04,6.96,6.41,6.4,6.37,11.43,0.62,3.1,4.59,21.46,11.87,7.3,16.95,0.88,6,1.75,1.6,5,17.37,23.89,2.21,14.47,19.04,45.45,1.1,5.14,1.74,0.07,32.08,Y,Y,Y,N,1,0,0,0,0,1
Cera Sanitary.,-18.19,9093.9,19.05,19.55,18.42,16.96,17.08,17.86,39.38,42.36,41.77,39.76,37.3,15.91,6.85,9.19,10.92,33.49,15.82,13.14,16.18,2.49,4,6.77,4.94,5,12.79,11.79,0.86,32.61,54.41,16.64,0,10.75,0.74,0.03,58.45,N,Y,N,Y,0,0,0,0,1,1
India Cements,70.23,10993.6,-4.81,-5.46,-2.96,-0.86,-0.39,0.25,,48.57,46.91,41.23,41.97,4.26,-2.39,-0.13,0.06,,,,,,4,1.97,2.34,6,-5.34,-5.7,0,0,28.42,49.36,68.2,2.92,0.77,0.47,-0.33,N,Y,Y,Y,0,0,0,0,0,0
Orient Cement,71.07,6928.66,10.46,7.85,12.04,12.37,10.58,9.88,39.7,20.52,14.4,18.51,21.65,11.08,4.78,7.87,8.29,-6.36,29.79,33.61,5.6,1.33,2,3.97,2.27,9,5.49,4.18,0.67,26.37,37.9,38.58,0,6.23,0.58,0.1,10.37,Y,Y,Y,Y,1,0,0,0,0,1
Nuvoco Vistas,-2.94,11841.51,1.61,4.73,2.3,2.2,2.13,,241.42,82.56,82.56,82.56,82.56,12.75,8.76,11.04,,130.08,48.84,1.39,,3.6,4,1.33,1.15,7,1.33,3.95,0,0,72.02,5.88,0,2.28,0.26,0.55,1.19,Y,Y,Y,N,0,0,0,0,1,1
Prism Johnson,40.61,9615.18,-3.44,-7.7,-2.72,0.43,2.27,1.55,,147.3,41.62,100.99,104.01,10.74,4.14,6.1,4.2,,,,6.06,,2,6.92,1.3,7,-0.59,-2.02,0,0,74.87,15.42,0,3.56,0.49,1.61,0.44,N,N,N,Y,0,0,0,0,1,1
JK Lakshmi Cem.,13.89,9118.84,15.39,13.08,15.96,16.83,13.77,11.7,20.03,20.37,16.01,20.78,23.8,12.82,9.48,12.8,12.68,4.29,80.37,42.61,18.1,0.25,3,2.86,1.38,7,7.02,5.54,0.84,16.21,46.34,17.17,0,3.72,0.23,0.65,5.36,N,Y,N,Y,1,0,0,0,1,2
Birla Corpn.,-4.95,8625.51,6.59,0.73,4.86,7.46,6.91,6.62,28.29,29.64,16.52,19.4,26.36,12.51,8.09,12.09,12.35,-15.38,10.79,13.91,13.78,2.62,3,1.24,0.95,8,4.32,0.5,0.89,18.31,62.9,15.44,0,2.47,0.72,0.57,2.22,N,Y,Y,Y,0,0,0,0,1,1
Star Cement,25.18,7887.58,11.54,10.8,11.33,12.32,14.3,14.44,33.87,21.13,19.83,16.57,16.97,19.17,9.71,9.65,10.97,7.05,0.54,6.72,29.89,-178.26,2,2.91,2.72,7,10.17,9.15,0,0,66.47,27.2,0.6,5.72,0.55,0.05,23.06,Y,Y,N,Y,1,0,0,0,1,2
Kesoram Inds.,171.54,6462.23,-125.01,-4.38,-38.18,-21.69,-53.39,,,65.08,4.88,4.88,4.88,14.55,6.54,0.53,,,5.82,5.27,,,2,,2.99,5,-8.91,-0.57,0,0,43.34,32.09,51.11,3.57,0.81,,0.4,N,Y,Y,N,0,0,0,0,1,1
Electrost.Cast.,104,10542.52,15.93,7.54,11,8.96,8.38,6.46,11.83,7.11,7.41,6.6,6.68,29.12,22.6,20.06,11.76,74.57,22.03,20.22,36.47,0.36,5,2.06,1.35,7,10.09,4.39,0.82,11.7,46.22,31.84,11.44,4.43,0.74,0.46,6.62,Y,N,N,Y,1,0,1,0,1,3
Happy Forgings,,10070.03,18.69,23.5,20.45,18.88,,,41.47,43.81,43.81,43.81,43.81,32.42,12.6,,,-70.11,-52.5,,,2.02,3,6.25,7.35,6,17.89,17.44,0.37,5.04,78.6,1.99,0,11.46,2.14,0.09,32.08,N,N,Y,Y,0,0,0,0,1,1
Balu Forge,230.84,7612.78,25.75,21.93,24.72,,,,55.96,31.66,31.66,31.66,31.66,57.94,,,,101.83,,,,,5,8.34,10.78,6,16.73,11.92,0.02,1.64,54.71,33.93,0,13.86,3.27,0.06,15.37,Y,Y,N,Y,0,0,1,0,1,2
Kennametal India,14.22,6368.52,14.24,12.96,15.13,13.07,13.74,12.3,62.92,52.37,49.4,46.24,51.16,10.67,3.48,7.76,7.27,15.15,3.3,20.05,16.49,19.07,4,8.68,5.79,8,9.2,8.03,1.04,0,75,10.55,0,14.32,1.77,0,232,Y,Y,N,Y,0,0,1,0,1,2
Rolex Rings,-5.85,5651.87,21.8,30.75,26.56,26.27,28.25,,32.2,31.01,30.72,30.72,30.72,25.62,6.2,8.37,,21.93,21.76,10.87,,1.29,3,6.29,4.63,6,14.64,16.79,0,0,53.35,6.83,0,11.4,1.72,0.02,97.92,Y,Y,Y,N,1,0,0,0,1,2
Sterlite Tech.,-15.75,5584.73,-3.52,6.32,1.79,8.49,14.07,13.82,,40.3,30.49,30.7,29.14,4.32,1.49,12.19,7.89,,,,-18.51,,1,2.26,1.08,3,-1.48,1.85,0,0,44.17,36.79,0,2.36,0.73,1.67,0.44,N,Y,N,N,0,0,0,0,1,1
Diamond Power,2152.46,8202.04,,,,,,,473.29,443.71,443.71,443.71,5.12,,,-15.66,-19.89,,,11.16,-16.74,,2,15.11,23.89,0,5.05,,0,0,90.58,9.39,0.64,6.59,0.59,2.94,3.56,Y,N,N,N,0,0,0,0,1,1
Allied Blenders,,8384.31,0.59,0.4,0.46,,,,3522.82,4338.57,4338.57,4338.57,4338.57,12.32,,,,-2.79,,,,,1,,2.52,8,0.07,0.05,0,0,80.91,12.11,0,7.02,0.73,2.05,1.1,N,N,Y,Y,0,0,0,0,1,1
Piccadily Agro,165.37,6039.6,30.61,10.19,19.84,17.06,13.63,11.52,68.1,22.21,11.77,13.79,11.76,14.98,14.88,12.31,7.04,69.54,110.21,40.7,15.18,0.62,4,17.78,7.99,8,11.78,3.73,0,0,70.97,28.13,0,15.69,0.67,0.51,8.62,Y,Y,N,Y,0,0,1,0,1,2
Tilaknagar Inds.,31.28,5166.41,24.78,23.89,27.11,,,,33.27,38.99,38.99,38.99,37.75,36.44,16.08,15.29,5.4,63.56,20.68,12.82,4.43,1.42,2,7.89,3.68,7,10.02,6.11,0.19,6.98,40.14,46.28,0,11.27,1.9,0.19,7.24,N,Y,Y,Y,1,1,0,0,0,2
City Union Bank,28.19,12665.49,12.81,13.35,12.82,11.89,12.58,13.12,11.98,11.92,15.3,19.04,17.02,8.43,6.95,7.51,7.55,19.57,8.14,10.28,10.01,1.44,4,1.51,2.29,6,19.27,19.88,0.88,10.94,0,40.42,0,0.87,4.58,7.19,1.4,Y,Y,N,N,1,0,0,0,0,1
J & K Bank,-5.63,10750.84,16.03,13.13,12.54,6.64,6.35,3.72,5.3,5.24,5.09,5.8,6.37,11.4,7.88,7.67,5.18,38.88,14.06,14.07,-4.07,0.17,8,0.88,0.9,5,15.79,12.61,2.2,13.37,59.4,27.72,0,0.64,5.03,11.29,1.42,Y,Y,N,Y,0,0,1,0,1,2
RBL Bank,-28.42,9839.59,8.23,6.74,4.95,4.93,6.13,6.66,8.34,12.68,14.15,18.34,22.48,14.17,14.49,18.79,24.81,31.38,-1.03,7.18,19.09,1.36,6,0.66,0.73,7,9.42,9.12,0.93,7.77,0,58.35,0,0.72,3.99,7.95,1.22,N,Y,N,Y,0,0,0,0,0,0
Equitas Sma. Fin,-25.08,7931.25,14.36,12.2,11.74,11.61,10.59,,12.52,15.88,16.21,16.21,16.21,19.76,21.04,27.88,,27.79,27.44,31.5,,0.41,5,1.32,1.38,6,14.56,13.78,1.44,14.2,0,39.42,0,0.92,3.15,6.35,1.33,N,Y,N,Y,1,0,0,0,0,1
Karnataka Bank,-14.51,7643.76,13.7,15.42,12.45,10.8,10.01,10.35,5.7,5.12,4.62,5.06,5.71,10.01,7.04,6.95,7.08,30.51,17.68,13.17,13.26,0.26,5,0.7,0.87,5,15.74,16.35,2.72,15.88,0,67.67,0,0.68,6.8,9.44,1.31,Y,Y,N,N,0,0,0,0,0,0
Ujjivan Small,-33.01,6919.57,26.66,33.29,18.03,14.35,13.2,,5.95,8.01,9.2,9.2,9.2,26.48,25.39,59.42,,402.3,36.31,308.12,,0.13,7,1.25,1.12,4,22.59,26.42,4.19,6.07,0,72.87,0,1.01,2.65,5.99,1.62,N,Y,N,N,1,0,0,0,0,1
T N Merc. Bank,-24.91,6722.81,14.44,16.78,15.79,14.79,,,6.12,7.1,7.1,7.1,7.1,10.34,8.5,,,16.94,30.12,,,0.19,6,0.85,1.35,5,22.11,25.22,2.36,14.77,0,93.69,0,0.73,2.3,6.42,1.52,N,Y,N,N,0,0,0,0,0,0
South Ind.Bank,1.03,5889.24,13.81,12.37,9.52,6.66,6.4,6.96,4.86,6.65,6.9,8.95,11.46,5.64,4.61,5.69,5.56,158.66,30.18,12.95,6.1,0.14,6,0.67,0.65,6,12.43,10.72,1.33,7.33,0,83.26,0,0.59,5.25,11.99,1.29,N,Y,N,Y,0,0,0,0,0,0
CSB Bank,-3.89,5336.42,16.18,18.69,17.77,14.68,10.73,7.86,9.65,10.02,10.88,10.88,10.88,16.07,16.79,11.86,6.89,37.44,27.94,103.51,16.04,0.26,6,1.4,1.64,5,19.37,23.59,0,0,40,27.18,0,0.8,4.77,8.28,1.42,N,Y,N,N,1,0,0,0,0,1
Olectra Greentec,40.49,13103.37,8.77,8.11,7.34,4.82,4.05,4.27,116.72,146.36,154.42,131.6,82.58,60.07,46.66,40.86,30.54,111.69,45.87,21.95,30.11,2.51,4,13.35,8.92,9,6.82,6.13,0.03,4.27,50.02,44.08,0,12.35,1.27,0.19,4.21,N,Y,N,Y,0,0,0,0,0,0
Force Motors,75.9,8184.12,18.83,1.76,5.8,3.24,4.55,6.08,18.8,30.02,25.93,20.07,26.16,52.07,13.87,12.48,13.21,80.07,22.11,11.69,17.98,0.85,6,3.63,1.11,9,5.56,0.63,0.32,6.79,61.63,29.56,0,6.05,0.54,0.23,13.75,N,Y,Y,Y,1,0,0,0,1,2
HBL Power System,89.26,14534.72,27.73,10.72,17.18,12.01,9.97,8.65,44.36,39.65,39.72,32.81,36.18,34.79,12.02,6.74,5.53,160.11,66.14,33.27,34.95,0.67,4,11.91,6.36,7,13.48,7.12,0.1,4.93,59.11,35.03,0,17.88,1.68,0.06,34.07,Y,Y,Y,Y,0,1,1,0,1,3
Craftsman Auto,12.34,12478.86,20.02,19.75,18.66,15.91,14.91,,49.85,31.19,32.83,32.83,32.83,41.84,19.62,22.08,,46.31,24.41,-27.62,,1.94,4,4.48,2.71,6,7.56,7.88,0.22,7.8,48.7,13.14,0,5.4,0.78,0.7,3.02,Y,Y,N,N,1,0,0,0,1,2
Minda Corp,42.35,11459.08,12.79,19.56,15.21,8.7,10.62,11.85,46.54,32.07,29.65,26.69,23.14,25.24,8.51,12.34,11.33,34.54,6.56,11.79,11.26,6.08,3,5.8,2.4,7,4.9,6.62,0.29,14.73,64.84,7.07,0,8.21,1.05,0.27,7.4,Y,Y,N,N,0,0,0,0,1,1
Sansera Enginee.,73.38,9244.78,14.74,13.32,13.97,13.37,,,48.5,30.45,30.58,30.58,30.58,21.97,11.6,,,14.67,9.26,,,3.97,4,5.96,3.19,7,6.66,6.31,0.2,8.66,30.43,11.47,0,7.66,0.59,0.66,4.41,Y,Y,N,Y,0,0,1,0,0,1
Shriram Pistons,88.64,8520.12,25.21,20.77,20.52,16.14,15.93,15.44,18.84,11.75,13.6,16.35,17.88,24.61,9.58,11.27,10.2,71.23,26.03,20.97,20.28,0.73,5,4.42,2.65,5,14.09,11.09,0.52,9.95,46.75,39.24,0,7.4,1.81,0.25,19.44,Y,Y,N,Y,1,0,1,0,1,3
ASK Automotive,,8013.85,23.81,19.23,19,19.09,,,40.93,45.7,45.7,45.7,45.7,24.71,10.9,,,23.9,-18.35,,,4.11,6,9.81,2.5,8,5.81,4.8,0.25,11.35,78.95,7.38,0,11.64,0.66,0.42,8.91,N,N,N,Y,0,0,0,0,1,1
Varroc Engineer,11.26,7862.39,41.91,-55.86,-27.08,-18.33,-7.15,,14.94,19.45,18.08,16.46,16.46,19.97,-8.9,-2.93,,40.86,1.63,-24.85,,3.55,3,5.25,1.03,9,6.94,-12.02,0,0,75,8.54,0,5.3,0.43,0.93,2.61,N,N,Y,Y,0,0,0,0,1,1
Suprajit Engg.,30.53,6689.44,12.96,13.23,13.92,14.36,15.67,16.57,38.82,32.45,31.01,29.77,29.13,20.85,12.74,13.37,18.28,5.87,4.8,4.94,11.28,8.46,1,4.91,2.27,4,5.79,5.55,0.52,11.59,44.64,31.86,0,6.65,0.8,0.52,5.59,Y,Y,N,Y,0,0,0,0,1,1
Gabriel India,29.37,6165.2,19.58,16.15,16.3,14.53,15.31,16.23,30.9,22.13,22.42,21.88,21.4,25.41,9.99,11.91,10.09,45.32,14.11,12.07,14.83,2.19,4,5.73,1.78,9,5.5,4.45,0.93,31.02,55,26.6,0,9.55,1.5,0.01,71.45,Y,Y,Y,Y,0,0,1,1,1,3
Sharda Motor,117.43,5937.41,30,28.82,29.53,25.71,25.01,24.2,18.78,14.35,14.79,13.95,14.45,17.39,19.77,15.22,13.09,53.17,26.5,24.19,33.54,0.71,6,5.79,2.09,8,9.65,7.37,0.5,0.99,64.31,21.89,0,9.3,0.87,0.02,194.81,Y,Y,N,Y,1,1,1,0,1,4
Pricol Ltd,31.7,5468.82,18.79,18.29,16.03,9.13,0.94,,35.46,33.45,32.03,34.19,34.94,17.15,4.61,6.38,,45.91,23.18,47.78,,1.53,6,6.47,2.32,9,6.41,5.98,0,0,38.51,30.05,0,9.29,0.79,0.07,13.17,Y,Y,Y,Y,1,0,1,0,0,2
Johnson Con. Hit,75.51,5458.26,-7.81,-9.46,-4.77,0.46,4.52,7.5,130.33,148.1,111.72,73.48,60.67,5.23,-3.06,0.01,5.72,,,,,,3,9.26,2.22,6,-2.53,-2.77,0,0,74.25,16.93,32.32,9.74,0.82,0.07,6.53,N,N,Y,Y,0,0,0,0,1,1
